Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_021060805.1_ASM2106080v1/JAIGZG010000096.1_provirus_137302_149382	GCA_021060805.1_ASM2106080v1_Rst_DUF4238_6	Rst_DUF4238	Rst_DUF4238	100.00%
GCA_015737065.1_ASM1573706v1/JADSOY010000005.1_provirus_153086_253916	GCA_015737065.1_ASM1573706v1_AbiU_1	AbiU	AbiU	100.00%
GCA_024371115.1_PDT001363442.1/DAIHRI010000021.1_provirus_3_25223	GCA_024371115.1_PDT001363442.1_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000583915.1_ASM58391v1/CP006981.1_provirus_2468982_2504282	GCA_000583915.1_ASM58391v1_Tiamat_6	Tiamat	Tiamat	100.00%
GCA_902202725.1_BS2359/CABION010000003.1_provirus_344202_383146	GCA_902202725.1_BS2359_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902202725.1_BS2359/CABION010000031.1_provirus_51743_71025	GCA_902202725.1_BS2359_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_963440885.1_p33_d1_G11.1/CAUMDY010000019.1_provirus_3696_40042	GCA_963440885.1_p33_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_033090155.1_ASM3309015v1/STZQ01000036.1_provirus_16292_58007	GCA_033090155.1_ASM3309015v1_PD-T7-4_11	PD-T7-4	PD-T7-4	100.00%
GCA_963439215.1_t95_srt_H2.1/CAULWI010000021.1_provirus_883_28501	GCA_963439215.1_t95_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_029987655.1_ASM2998765v1/JASAPB010000015.1_provirus_17972_53302	GCA_029987655.1_ASM2998765v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003000755.1_ASM300075v1/PSQR01000004.1_provirus_667214_708307	GCA_003000755.1_ASM300075v1_Hma_6	Hma	Hma	100.00%
GCA_003000755.1_ASM300075v1/PSQR01000004.1_provirus_667214_708307	GCA_003000755.1_ASM300075v1_HEC-02_4	HEC-02	HEC-02	100.00%
GCA_003000755.1_ASM300075v1/PSQR01000004.1_provirus_667214_708307	GCA_003000755.1_ASM300075v1_HEC-08_5	HEC-08	HEC-08	100.00%
GCA_000480725.1_Pseu_aeru_BL21_V1/KI518793.1_provirus_1264397_1307745	GCA_000480725.1_Pseu_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_002330385.1_ASM233038v1/NRBD01000037.1_provirus_573_13628	GCA_002330385.1_ASM233038v1_Dpd_5	Dpd	Dpd	24.93%
GCA_021704975.1_PDT000753302.1/DAFRWY010000003.1_provirus_114888_155470	GCA_021704975.1_PDT000753302.1_Gabija_1	Gabija	Gabija	100.00%
GCA_029988315.1_ASM2998831v1/JASAQF010000006.1_provirus_140441_225467	GCA_029988315.1_ASM2998831v1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_000520215.1_Pseu_aeru_Z61_V1/KI914456.1_provirus_2632511_2686724	GCA_000520215.1_Pseu_BstA_1	BstA	BstA	100.00%
GCA_021683915.1_PDT000754255.1/DAFQUD010000002.1_provirus_188864_201133	GCA_021683915.1_PDT000754255.1_PfiAT_2	PfiAT	PfiAT	41.78%
GCA_031373365.1_PDT001880979.1/DAPIHP010000038.1_provirus_235_20548	GCA_031373365.1_PDT001880979.1_Gabija_1	Gabija	Gabija	100.00%
GCA_963446735.1_t101_srt_G11.1/CAUNAB010000009.1_provirus_172378_204425	GCA_963446735.1_t101_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_003628985.1_ASM362898v1/RAFU01000043.1_provirus_89364_141916	GCA_003628985.1_ASM362898v1_RloC_8	RloC	RloC	100.00%
GCA_018341555.1_ASM1834155v1/JAFBYX010000012.1_provirus_72914_107496	GCA_018341555.1_ASM1834155v1_Gabija_8	Gabija	Gabija	100.00%
GCA_963444555.1_t101_srt_D3.1/CAUMSL010000011.1_provirus_172378_204425	GCA_963444555.1_t101_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_015034565.1_ASM1503456v1/CP063237.1_provirus_6557096_6591896	GCA_015034565.1_ASM1503456v1_Tiamat_8	Tiamat	Tiamat	100.00%
GCA_020639835.1_ASM2063983v1/JAJDRM010000012.1_provirus_121844_134899	GCA_020639835.1_ASM2063983v1_Dpd_10	Dpd	Dpd	24.93%
GCA_002326525.1_ASM232652v1/NQZM01000030.1_provirus_58981_67395	GCA_002326525.1_ASM232652v1_Gao_Tmn_4	Gao_Tmn	Gao_Tmn	100.00%
GCA_027570935.1_ASM2757093v1/CP109851.1_provirus_4823833_4834192	GCA_027570935.1_ASM2757093v1_PARIS_I_2	Paris	PARIS_I	59.17%
GCA_027570935.1_ASM2757093v1/CP109851.1_provirus_5385183_5396246	GCA_027570935.1_ASM2757093v1_RM_Type_IV_4	RM	RM_Type_IV	100.00%
GCA_027570935.1_ASM2757093v1/CP109851.1_provirus_5385183_5396246	GCA_027570935.1_ASM2757093v1_Kiwa_1	Kiwa	Kiwa	60.00%
GCA_029605385.1_ASM2960538v1/JAKKJJ010000016.1_provirus_57734_94384	GCA_029605385.1_ASM2960538v1_RosmerTA_3	RosmerTA	RosmerTA	100.00%
GCA_029605045.1_ASM2960504v1/JAKKKB010000003.1_provirus_300229_356393	GCA_029605045.1_ASM2960504v1_BstA_2	BstA	BstA	100.00%
GCA_015764775.1_ASM1576477v1/JADTGS010000009.1_provirus_24010_72091	GCA_015764775.1_ASM1576477v1_GAPS4_1	GAPS4	GAPS4	100.00%
GCA_021680955.1_PDT000768014.1/DAFQPJ010000006.1_provirus_81470_119448	GCA_021680955.1_PDT000768014.1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000793745.1_AZPAE14920/JTRV01000030.1_provirus_100409_136992	GCA_000793745.1_AZPAE14920_RosmerTA_9	RosmerTA	RosmerTA	58.80%
GCA_025237105.1_ASM2523710v1/JAJURI010000011.1_provirus_174949_185379	GCA_025237105.1_ASM2523710v1_RM_Type_IV_4	RM	RM_Type_IV	100.00%
GCA_026623185.1_ASM2662318v1/JAPMUL010000005.1_provirus_336798_377980	GCA_026623185.1_ASM2662318v1_Hma_7	Hma	Hma	100.00%
GCA_026623185.1_ASM2662318v1/JAPMUL010000005.1_provirus_336798_377980	GCA_026623185.1_ASM2662318v1_HEC-08_6	HEC-08	HEC-08	100.00%
GCA_026623185.1_ASM2662318v1/JAPMUL010000005.1_provirus_336798_377980	GCA_026623185.1_ASM2662318v1_HEC-02_5	HEC-02	HEC-02	100.00%
GCA_003969725.1_ASM396972v1/RXVV01000031.1_provirus_52560_63063	GCA_003969725.1_ASM396972v1_Rst_3HP_7	Rst_3HP	Rst_3HP	24.28%
GCA_031848735.1_ASM3184873v1/JASCFR010000015.1_provirus_28507_47764	GCA_031848735.1_ASM3184873v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_028331545.1_ASM2833154v1/JANTQO010000001.1_provirus_1416054_1457971	GCA_028331545.1_ASM2833154v1_DS-6_1	DS-6	DS-6	100.00%
GCA_033090935.1_ASM3309093v1/STYB01000001.1_provirus_22756_87297	GCA_033090935.1_ASM3309093v1_DS-6_6	DS-6	DS-6	100.00%
GCA_019687955.1_ASM1968795v1/JADISP010000017.1_provirus_24050_34928	GCA_019687955.1_ASM1968795v1_RM_Type_II_7	RM	RM_Type_II	52.47%
GCA_019687955.1_ASM1968795v1/JADISP010000001.1_provirus_402276_442709	GCA_019687955.1_ASM1968795v1_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_013178705.1_ASM1317870v1/JABLUG010000001.1_provirus_29862_84775	GCA_013178705.1_ASM1317870v1_RM_Type_I_6	RM	RM_Type_I	100.00%
GCA_013178705.1_ASM1317870v1/JABLUG010000001.1_provirus_29862_84775	GCA_013178705.1_ASM1317870v1_HEC-07_3	HEC-07	HEC-07	100.00%
GCA_900144505.1_107/FRIA01000037.1_provirus_1_15823	GCA_900144505.1_107_Zorya_TypeI_9	Zorya	Zorya_TypeI	63.65%
GCA_001870265.1_ASM187026v1/CP014999.1_provirus_5686764_5730661	GCA_001870265.1_ASM187026v1_CAS_Class1-Subtype-I-C_10	Cas	CAS_Class1-Subtype-I-C	46.28%
GCA_021673635.1_PDT000771125.1/DAFQCG010000050.1_provirus_468_9366	GCA_021673635.1_PDT000771125.1_CBASS_I_6	CBASS	CBASS_I	100.00%
GCA_963431075.1_t16_s_B3.1/CAUKSE010000002.1_provirus_329190_374641	GCA_963431075.1_t16_AbiU_1	AbiU	AbiU	100.00%
GCA_024127935.1_ASM2412793v1/JAMYAZ010000001.1_provirus_688479_733423	GCA_024127935.1_ASM2412793v1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_033890465.1_PDT001994160.1/DARRZI010000014.1_provirus_15249_79709	GCA_033890465.1_PDT001994160.1_RosmerTA_5	RosmerTA	RosmerTA	100.00%
GCA_033890465.1_PDT001994160.1/DARRZI010000032.1_provirus_3_8187	GCA_033890465.1_PDT001994160.1_RM_Type_II_7	RM	RM_Type_II	100.00%
GCA_963452035.1_p33_d1_D4.1/CAUNUM010000020.1_provirus_70708_107054	GCA_963452035.1_p33_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_015735905.1_ASM1573590v1/JADSXW010000008.1_provirus_60490_70993	GCA_015735905.1_ASM1573590v1_Rst_3HP_4	Rst_3HP	Rst_3HP	24.28%
GCA_024482285.1_PDT001371372.1/DAIJRE010000057.1_provirus_30_11404	GCA_024482285.1_PDT001371372.1_RloC_1	RloC	RloC	100.00%
GCA_031849955.1_ASM3184995v1/JASCDI010000033.1_provirus_2_8214	GCA_031849955.1_ASM3184995v1_Septu_2	Septu	Septu	100.00%
GCA_004373355.1_ASM437335v1/RWSD01000013.1_provirus_61857_72265	GCA_004373355.1_ASM437335v1_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_002980355.1_ASM298035v1/PPDX01000004.1_provirus_328103_375724	GCA_002980355.1_ASM298035v1_Gabija_3	Gabija	Gabija	100.00%
GCA_031848775.1_ASM3184877v1/JASCFW010000015.1_provirus_121634_142072	GCA_031848775.1_ASM3184877v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_900146885.1_361/FRRJ01000009.1_provirus_84908_120959	GCA_900146885.1_361_RosmerTA_5	RosmerTA	RosmerTA	62.75%
GCA_002326425.1_ASM232642v1/NRAE01000005.1_provirus_1997_41450	GCA_002326425.1_ASM232642v1_AbiU_1	AbiU	AbiU	100.00%
GCA_963446335.1_p85_d1_G6.1/CAUMYX010000023.1_provirus_6150_43150	GCA_963446335.1_p85_PD-T7-4_8	PD-T7-4	PD-T7-4	100.00%
GCA_018598285.3_ASM1859828v3/CP086064.1_provirus_633306_705364	GCA_018598285.3_ASM1859828v3_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_002134895.1_ASM213489v1/NDFV01000027.1_provirus_34070_77424	GCA_002134895.1_ASM213489v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_013328435.1_ASM1332843v1/JABUGI010000004.1_provirus_188705_233325	GCA_013328435.1_ASM1332843v1_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_013328435.1_ASM1332843v1/JABUGI010000004.1_provirus_188705_233325	GCA_013328435.1_ASM1332843v1_RosmerTA_2	RosmerTA	RosmerTA	100.00%
GCA_025224795.2_PDT001417269.2/ABIGZG020000010.1_provirus_163263_175885	GCA_025224795.2_PDT001417269.2_RM_Type_I_17	RM	RM_Type_I	43.61%
GCA_025224795.2_PDT001417269.2/ABIGZG020000010.1_provirus_163263_175885	GCA_025224795.2_PDT001417269.2_Septu_8	Septu	Septu	34.57%
GCA_025224795.2_PDT001417269.2/ABIGZG020000004.1_provirus_10297_55748	GCA_025224795.2_PDT001417269.2_AbiU_1	AbiU	AbiU	100.00%
GCA_028610025.1_ASM2861002v1/CP075838.1_provirus_5565095_5579916	GCA_028610025.1_ASM2861002v1_Retron_III_8	Retron	Retron_III	100.00%
GCA_031734435.1_ASM3173443v1/JASTYX010000001.1_provirus_281753_320326	GCA_031734435.1_ASM3173443v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_016089615.1_ASM1608961v1/JADTIW010000008.1_provirus_3_55502	GCA_016089615.1_ASM1608961v1_Zorya_TypeI_11	Zorya	Zorya_TypeI	63.65%
GCA_900406845.1_De_novo_assembly_of_KCRI_isolate_R0008_242/OVCQ01000006.1_provirus_30813_71246	GCA_900406845.1_De_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_900406845.1_De_novo_assembly_of_KCRI_isolate_R0008_242/OVCQ01000003.1_provirus_666841_701883	GCA_900406845.1_De_RosmerTA_6	RosmerTA	RosmerTA	62.75%
GCA_023717725.1_ASM2371772v1/JAMQSB010000016.1_provirus_56449_104112	GCA_023717725.1_ASM2371772v1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_023717725.1_ASM2371772v1/JAMQSB010000016.1_provirus_56449_104112	GCA_023717725.1_ASM2371772v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_003835825.1_ASM383582v1/NSRM01000007.1_provirus_374582_388441	GCA_003835825.1_ASM383582v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_033091575.1_ASM3309157v1/STWX01000008.1_provirus_60143_106679	GCA_033091575.1_ASM3309157v1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963442445.1_t3_d1_E12.1/CAUMKQ010000008.1_provirus_128009_186048	GCA_963442445.1_t3_BstA_1	BstA	BstA	100.00%
GCA_001453665.1_WH-SGI-V-07691/LLSL01000006.1_provirus_101710_140157	GCA_001453665.1_WH-SGI-V-07691_DS-1_7	DS-1	DS-1	100.00%
GCA_027495405.1_ASM2749540v1/JAPZKE010000014.1_provirus_21591_80611	GCA_027495405.1_ASM2749540v1_BstA_1	BstA	BstA	100.00%
GCA_000789625.1_AZPAE14842/JTUS01000011.1_provirus_33540_71833	GCA_000789625.1_AZPAE14842_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003429185.1_ASM342918v1/CP031659.1_provirus_1268123_1316101	GCA_003429185.1_ASM342918v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_003429185.1_ASM342918v1/CP031659.1_provirus_1542156_1585246	GCA_003429185.1_ASM342918v1_DS-6_1	DS-6	DS-6	100.00%
GCA_027583795.1_ASM2758379v1/JAMOHB010000020.1_provirus_285_15373	GCA_027583795.1_ASM2758379v1_Gabija_1	Gabija	Gabija	39.62%
GCA_019165095.1_ASM1916509v1/JAHTGN010000014.1_provirus_80966_98803	GCA_019165095.1_ASM1916509v1_Gabija_1	Gabija	Gabija	39.62%
GCA_002134885.1_ASM213488v1/NDFQ01000018.1_provirus_34070_77424	GCA_002134885.1_ASM213488v1_ShosTA_7	ShosTA	ShosTA	100.00%
GCA_003835325.1_ASM383532v1/NSRI01000006.1_provirus_424683_438542	GCA_003835325.1_ASM383532v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_004123415.1_ASM412341v1/SDVQ01000002.1_provirus_239344_276825	GCA_004123415.1_ASM412341v1_DS-4_1	DS-4	DS-4	100.00%
GCA_004123415.1_ASM412341v1/SDVQ01000037.1_provirus_21906_68040	GCA_004123415.1_ASM412341v1_gcu24_6	gcu24	gcu24	100.00%
GCA_003836865.1_ASM383686v1/NSUS01000015.1_provirus_53585_65455	GCA_003836865.1_ASM383686v1_RM_Type_IV_8	RM	RM_Type_IV	100.00%
GCA_003836865.1_ASM383686v1/NSUS01000015.1_provirus_53585_65455	GCA_003836865.1_ASM383686v1_Kiwa_4	Kiwa	Kiwa	60.00%
GCA_018027215.1_ASM1802721v1/JAGEYQ010000003.1_provirus_176887_214107	GCA_018027215.1_ASM1802721v1_PD-T7-4_6	PD-T7-4	PD-T7-4	100.00%
GCA_030015835.1_ASM3001583v1/JASAQC010000015.1_provirus_53385_64073	GCA_030015835.1_ASM3001583v1_RM_Type_II_7	RM	RM_Type_II	68.39%
GCA_023906495.1_ASM2390649v1/STTL01000018.1_provirus_12804_49023	GCA_023906495.1_ASM2390649v1_RosmerTA_5	RosmerTA	RosmerTA	62.75%
GCA_900406975.1_De_novo_assembly_of_KCRI_isolate_R0006_549/OVDD01000079.1_provirus_3_5998	GCA_900406975.1_De_AbiU_1	AbiU	AbiU	100.00%
GCA_031734175.1_ASM3173417v1/JASTYP010000001.1_provirus_281753_320326	GCA_031734175.1_ASM3173417v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_003836705.1_ASM383670v1/NSUE01000003.1_provirus_369_12624	GCA_003836705.1_ASM383670v1_Retron_IV_6	Retron	Retron_IV	100.00%
GCA_004371945.1_ASM437194v1/RWNS01000002.1_provirus_2_43792	GCA_004371945.1_ASM437194v1_ShosTA_8	ShosTA	ShosTA	100.00%
GCA_029961345.1_ASM2996134v1/CP124641.1_provirus_4903106_4914501	GCA_029961345.1_ASM2996134v1_Septu_3	Septu	Septu	100.00%
GCA_004350565.1_ASM435056v1/SCXP01000034.1_provirus_2_39240	GCA_004350565.1_ASM435056v1_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963450655.1_p23_d1_C10.1/CAUNPL010000011.1_provirus_55161_92526	GCA_963450655.1_p23_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_010609105.1_ASM1060910v1/VLWJ01000001.1_provirus_430591_468570	GCA_010609105.1_ASM1060910v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_900144515.1_108/FRIF01000067.1_provirus_25922_41750	GCA_900144515.1_108_Zorya_TypeI_9	Zorya	Zorya_TypeI	63.65%
GCA_020640345.1_ASM2064034v1/JAJDSA010000027.1_provirus_53767_66115	GCA_020640345.1_ASM2064034v1_RM_Type_IV_14	RM	RM_Type_IV	100.00%
GCA_018341935.1_ASM1834193v1/JAFBYD010000006.1_provirus_297486_317799	GCA_018341935.1_ASM1834193v1_Gabija_8	Gabija	Gabija	100.00%
GCA_021674555.1_PDT000771079.1/DAFQDQ010000036.1_provirus_2_20023	GCA_021674555.1_PDT000771079.1_PD-Lambda-5_16	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963428005.1_t95_srt_D7.1/CAUKFL010000023.1_provirus_883_28501	GCA_963428005.1_t95_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_963443565.1_t100_d1_F8.1/CAUMKS010000014.1_provirus_102433_147912	GCA_963443565.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_023717765.1_ASM2371776v1/JAMQSD010000016.1_provirus_56449_104112	GCA_023717765.1_ASM2371776v1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_023717765.1_ASM2371776v1/JAMQSD010000016.1_provirus_56449_104112	GCA_023717765.1_ASM2371776v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_031207745.1_ASM3120774v1/JAUZXQ010000019.1_provirus_20971_31474	GCA_031207745.1_ASM3120774v1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_021532995.1_ASM2153299v1/JAHWUW010000018.1_provirus_19675_67277	GCA_021532995.1_ASM2153299v1_CAS_Class1-Subtype-I-F_18	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_001721805.1_ASM172180v1/CP012581.1_provirus_1484597_1527287	GCA_001721805.1_ASM172180v1_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_023380065.1_ASM2338006v1/CP097256.1_provirus_5287207_5299498	GCA_023380065.1_ASM2338006v1_RM_Type_IV_8	RM	RM_Type_IV	100.00%
GCA_023380065.1_ASM2338006v1/CP097256.1_provirus_5287207_5299498	GCA_023380065.1_ASM2338006v1_Septu_4	Septu	Septu	100.00%
GCA_026352395.1_PDT001493355.1/DAKCDD010000100.1_provirus_3_6352	GCA_026352395.1_PDT001493355.1_RM_Type_II_1	RM	RM_Type_II	100.00%
GCA_028595795.1_ASM2859579v1/JAPWLH010000010.1_provirus_271384_281946	GCA_028595795.1_ASM2859579v1_RM_Type_II_8	RM	RM_Type_II	100.00%
GCA_023907285.1_ASM2390728v1/STRV01000082.1_provirus_19329_26448	GCA_023907285.1_ASM2390728v1_RM_Type_IV_7	RM	RM_Type_IV	100.00%
GCA_023907285.1_ASM2390728v1/STRV01000082.1_provirus_19329_26448	GCA_023907285.1_ASM2390728v1_Kiwa_1	Kiwa	Kiwa	100.00%
GCA_018027275.1_ASM1802727v1/JAGGEE010000006.1_provirus_198742_235962	GCA_018027275.1_ASM1802727v1_PD-T7-4_3	PD-T7-4	PD-T7-4	100.00%
GCA_022552895.1_ASM2255289v1/JAJPMV010000001.1_provirus_213594_247433	GCA_022552895.1_ASM2255289v1_BstA_1	BstA	BstA	100.00%
GCA_034438115.1_ASM3443811v1/JAVDZM010000001.1_provirus_464230_515917	GCA_034438115.1_ASM3443811v1_DS-6_3	DS-6	DS-6	100.00%
GCA_963452225.1_t95_srt_H10.1/CAUNUO010000024.1_provirus_883_28501	GCA_963452225.1_t95_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_963453175.1_t92_d1_C1.1/CAUNZR010000010.1_provirus_120821_133888	GCA_963453175.1_t92_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_002329735.1_ASM232973v1/NREU01000003.1_provirus_41937_92651	GCA_002329735.1_ASM232973v1_RM_Type_II_12	RM	RM_Type_II	100.00%
GCA_002329735.1_ASM232973v1/NREU01000003.1_provirus_41937_92651	GCA_002329735.1_ASM232973v1_RM_Type_IV_13	RM	RM_Type_IV	100.00%
GCA_030015745.1_ASM3001574v1/JASAPF010000016.1_provirus_23959_34647	GCA_030015745.1_ASM3001574v1_RM_Type_II_7	RM	RM_Type_II	68.39%
GCA_021666815.3_ASM2166681v3/CP138195.1_provirus_1892306_1938671	GCA_021666815.3_ASM2166681v3_RM_Type_I_23	RM	RM_Type_I	43.61%
GCA_021666815.3_ASM2166681v3/CP138195.1_provirus_1892306_1938671	GCA_021666815.3_ASM2166681v3_Septu_18	Septu	Septu	34.57%
GCA_021666815.3_ASM2166681v3/CP138195.1_provirus_4493667_4542427	GCA_021666815.3_ASM2166681v3_AbiU_1	AbiU	AbiU	100.00%
GCA_963426935.1_t3_d1_F9.1/CAUKCE010000008.1_provirus_128009_186048	GCA_963426935.1_t3_BstA_1	BstA	BstA	100.00%
GCA_025660985.1_ASM2566098v1/JAOVDS010000001.1_provirus_423793_461316	GCA_025660985.1_ASM2566098v1_RloC_2	RloC	RloC	100.00%
GCA_963451955.1_t159_d1_H5.1/CAUNUQ010000022.1_provirus_18771_31960	GCA_963451955.1_t159_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963451955.1_t159_d1_H5.1/CAUNUQ010000014.1_provirus_122567_169699	GCA_963451955.1_t159_Retron_III_4	Retron	Retron_III	100.00%
GCA_001414105.1_ASM141410v1/LKPS01000012.1_provirus_1099545_1155872	GCA_001414105.1_ASM141410v1_BstA_2	BstA	BstA	100.00%
GCA_034047045.1_ASM3404704v1/JAXCMS010000007.1_provirus_134291_185621	GCA_034047045.1_ASM3404704v1_Gabija_3	Gabija	Gabija	100.00%
GCA_963426895.1_p9_s_B7.1/CAUKCA010000028.1_provirus_21363_31316	GCA_963426895.1_p9_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_900145655.1_223/FRMR01000086.1_provirus_6382_43382	GCA_900145655.1_223_PD-T7-4_11	PD-T7-4	PD-T7-4	100.00%
GCA_963445195.1_t143_s_F10.1/CAUMUW010000003.1_provirus_377856_422750	GCA_963445195.1_t143_RM_Type_II_6	RM	RM_Type_II	100.00%
GCA_963445195.1_t143_s_F10.1/CAUMUW010000009.1_provirus_98392_149159	GCA_963445195.1_t143_BstA_1	BstA	BstA	100.00%
GCA_963445195.1_t143_s_F10.1/CAUMUW010000003.1_provirus_377856_422750	GCA_963445195.1_t143_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_028595685.1_ASM2859568v1/JAPWKX010000003.1_provirus_620715_674454	GCA_028595685.1_ASM2859568v1_BstA_1	BstA	BstA	100.00%
GCA_031850275.1_ASM3185027v1/JASCCT010000013.1_provirus_172455_213546	GCA_031850275.1_ASM3185027v1_RosmerTA_5	RosmerTA	RosmerTA	58.80%
GCA_900146865.1_359/FRRH01000018.1_provirus_84909_120960	GCA_900146865.1_359_RosmerTA_5	RosmerTA	RosmerTA	62.75%
GCA_027583585.1_ASM2758358v1/JAMOGQ010000001.1_provirus_309518_354710	GCA_027583585.1_ASM2758358v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_020640125.1_ASM2064012v1/JAJDRT010000001.1_provirus_563248_578069	GCA_020640125.1_ASM2064012v1_Retron_III_10	Retron	Retron_III	100.00%
GCA_032934835.1_ASM3293483v1/CP136757.1_provirus_4415362_4464114	GCA_032934835.1_ASM3293483v1_AbiU_1	AbiU	AbiU	100.00%
GCA_032934835.1_ASM3293483v1/CP136757.1_provirus_6572969_6612664	GCA_032934835.1_ASM3293483v1_RloC_17	RloC	RloC	0.69%
GCA_963428015.1_p56_s_H4.1/CAUKEZ010000004.1_provirus_210362_256717	GCA_963428015.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_019167485.1_ASM1916748v1/JAHTFK010000009.1_provirus_57202_93659	GCA_019167485.1_ASM1916748v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000792505.1_AZPAE14992/JTPC01000083.1_provirus_22497_32706	GCA_000792505.1_AZPAE14992_RosmerTA_2	RosmerTA	RosmerTA	100.00%
GCA_022015915.1_ASM2201591v1/JAKMHC010000014.1_provirus_24315_65427	GCA_022015915.1_ASM2201591v1_Hma_7	Hma	Hma	100.00%
GCA_022015915.1_ASM2201591v1/JAKMHC010000014.1_provirus_24315_65427	GCA_022015915.1_ASM2201591v1_HEC-02_5	HEC-02	HEC-02	100.00%
GCA_022015915.1_ASM2201591v1/JAKMHC010000014.1_provirus_24315_65427	GCA_022015915.1_ASM2201591v1_HEC-08_6	HEC-08	HEC-08	100.00%
GCA_034045495.1_ASM3404549v1/JAXCOZ010000002.1_provirus_1_46886	GCA_034045495.1_ASM3404549v1_DS-6_2	DS-6	DS-6	100.00%
GCA_004370735.1_ASM437073v1/RWNM01000010.1_provirus_65472_113486	GCA_004370735.1_ASM437073v1_CAS_Class1-Subtype-I-F_4	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_004370735.1_ASM437073v1/RWNM01000010.1_provirus_65472_113486	GCA_004370735.1_ASM437073v1_CAS_Class1-Subtype-I-F_5	Cas	CAS_Class1-Subtype-I-F	84.12%
GCA_949078735.1_ID115_356_19_S13_scaffolds/CARUWH010000006.1_provirus_173663_230639	GCA_949078735.1_ID115_RosmerTA_11	RosmerTA	RosmerTA	100.00%
GCA_949073315.1_ID104_345_19_S9_scaffolds/CARUBE010000020.1_provirus_56831_69172	GCA_949073315.1_ID104_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_949073315.1_ID104_345_19_S9_scaffolds/CARUBE010000020.1_provirus_56831_69172	GCA_949073315.1_ID104_Septu_1	Septu	Septu	100.00%
GCA_029988795.1_ASM2998879v1/JASARB010000020.1_provirus_24083_34680	GCA_029988795.1_ASM2998879v1_Septu_5	Septu	Septu	100.00%
GCA_963434715.1_t154_d1_F3.1/CAULGJ010000010.1_provirus_121645_158088	GCA_963434715.1_t154_PD-Lambda-5_3	PD-Lambda-5	PD-Lambda-5	100.00%
