Strain,Mash,Defense_Systems,Prophages,Target_Proteins,Spacer_Hit_Prophages
GCA_030738575.1,143,AbiE;BREX;CBASS;CRISPR-Cas;DISARM;DRT;Gabija;Gao_Iet;PD-T7-2;R-M;Septu,P0053,AmpD;DUF1615 protein;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0029;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_030851945.1,143,AbiZ;CRISPR-Cas;Mokosh;R-M;RloC;Shango;Zorya,P0050;P0069,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0015;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084;P0087
GCA_031204015.1,143,CBASS;CRISPR-Cas;PD-T7-2;RloC;Wadjet;dCTPdeaminase,P0019;P0053;P0089,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_031204085.1,143,CBASS;CRISPR-Cas;PD-T7-2;RloC;Wadjet;dCTPdeaminase,P0019;P0053;P0089,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_031205245.1,143,CBASS;CRISPR-Cas;Gabija;HEC-01;HEC-08;Hma;Mokosh;PD-Lambda-5;Prometheus;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031205335.1,143,AbiH;CBASS;CRISPR-Cas;Mokosh;PD-T7-2;RloC;Wadjet,P0049;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_031205365.1,143,CBASS;CRISPR-Cas;Gabija;HEC-01;HEC-08;Hma;Mokosh;PD-Lambda-5;Prometheus;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031206575.1,143,AbiE;AbiU;CBASS;CRISPR-Cas;Gao_Iet;PD-T7-2;R-M;Rst_HelicaseDUF2290,P0022;P0053;P0066;P0089,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0019;P0026;P0032;P0037;P0047;P0060;P0081;P0084
GCA_031206655.1,143,CBASS;CRISPR-Cas;Gabija;HEC-01;HEC-08;Hma;Mokosh;PD-Lambda-5;Prometheus;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0050;P0069;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031206755.1,143,CBASS;CRISPR-Cas;Gao_Ppl;R-M;RloC;Zorya,P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031206955.1,143,CBASS;CRISPR-Cas;Gao_Ppl;R-M;RloC;Zorya,P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031207075.1,143,CBASS;CRISPR-Cas;Gabija;Mokosh;PD-Lambda-5;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0050;P0069;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031207415.1,143,CBASS;CRISPR-Cas;Gabija;HEC-01;HEC-08;Hma;Mokosh;PD-Lambda-5;Prometheus;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031207595.1,143,AbiU;CBASS;CRISPR-Cas;Gao_Iet;PD-T7-2;R-M;Rst_HelicaseDUF2290,P0022;P0028;P0053;P0089,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0019;P0026;P0032;P0037;P0047;P0060;P0081;P0084
GCA_031208075.1,143,CBASS;CRISPR-Cas;Mokosh;R-M;Wadjet,P0006;P0035;P0050;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031210185.1,143,AbiH;CBASS;CRISPR-Cas;Mokosh;PD-T7-2;RloC;Wadjet,P0049;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_031210785.1,143,CBASS;CRISPR-Cas;CoCoNut;Prometheus;R-M;Wadjet,P0006;P0050;P0069;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031210905.1,143,CBASS;CRISPR-Cas;Gabija;HEC-01;HEC-08;Hma;Mokosh;PD-Lambda-5;Prometheus;R-M;RosmerTA;Rst_HelicaseDUF2290,P0028;P0050;P0069;P0089,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031678825.1,143,CRISPR-Cas;Hachiman;PD-T7-2;R-M;RosmerTA;Wadjet,P0053;P0073,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_031733735.1,143,CBASS;CRISPR-Cas;Gabija;PD-Lambda-5;R-M;RosmerTA;Rst_HelicaseDUF2290;Zorya,P0050;P0069,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0026;P0032;P0037;P0040;P0043;P0046;P0059;P0065;P0067;P0070;P0071;P0081;P0083;P0084
GCA_031804255.1,143,CRISPR-Cas;Hachiman;PD-T7-2;R-M;RosmerTA;Wadjet,P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_031824135.1,143,CRISPR-Cas;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031824615.1,143,CRISPR-Cas;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031824795.1,143,CRISPR-Cas;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031825995.1,143,CRISPR-Cas;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_031846125.1,143,AbiZ;BREX;CRISPR-Cas;Mokosh;PD-T4-8;PrrC;R-M;RloC;RosmerTA;Shango;Zorya,P0035;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032204445.1,143,AbiE;CRISPR-Cas;Lamassu-Fam;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0015;P0035;P0038;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032231105.1,143,CRISPR-Cas;Mokosh;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032507305.1,143,CRISPR-Cas;Eleos;PD-T7-2;Prometheus;R-M;dCTPdeaminase,P0053;P0066,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0049;P0059;P0060;P0065;P0070;P0072;P0081
GCA_032507605.1,143,CRISPR-Cas;PD-T7-2;Prometheus;dCTPdeaminase,P0041,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_032558535.1,143,CRISPR-Cas;Prometheus;R-M;Zorya,P0050;P0069,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032579155.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0011;P0034;P0053;P0066,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_032743115.1,143,AbiZ;BREX;CRISPR-Cas;Mokosh;PD-T4-8;Prometheus;PrrC;R-M;RloC;RosmerTA;Shango;Zorya,P0005;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032750655.1,143,AbiZ;BREX;CRISPR-Cas;Mokosh;PD-T4-8;Prometheus;PrrC;R-M;RloC;Shango;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032817925.1,143,AbiE;CRISPR-Cas;CoCoNut;Lamassu-Fam;Mokosh;Prometheus;PrrC;R-M;RloC;Shango;Zorya,P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_032864795.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0022;P0053;P0066;P0073,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_033140825.1,143,CRISPR-Cas;Gabija;PD-T7-2;Prometheus;R-M;Rst_HelicaseDUF2290,P0028;P0050,AmpD;DUF1615 protein;Gamp2;TBDR1;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_033217895.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0022;P0049;P0053;P0066,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_033221155.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Wadjet,P0022;P0034;P0053;P0066,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0019;P0026;P0032;P0037;P0047;P0049;P0060;P0072;P0081;P0084
GCA_033223225.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0022;P0034;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_033225445.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0022;P0034;P0053;P0066,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0072;P0081;P0084
GCA_033230305.1,143,AbiH;CBASS;CRISPR-Cas;Gabija;Prometheus;R-M;RosmerTA;SoFIC,P0047;P0050;P0069,AmpD;DUF1615 protein;Gamp2;TBDR2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0040;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_033590315.1,143,CRISPR-Cas;Hachiman;PD-T7-2;RosmerTA;Rst_HelicaseDUF2290;Wadjet,P0006;P0022;P0053;P0066;P0072,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0072;P0081;P0084
GCA_033797275.1,143,AbiH;CBASS;CRISPR-Cas;Lamassu-Fam;Mokosh;PD-T7-2;RloC;Wadjet,P0049;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_033798345.1,143,CBASS;CRISPR-Cas;Gao_Iet;PD-T7-2;PrrC;R-M;Rst_HelicaseDUF2290,P0022;P0034;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_033807835.1,143,BREX;CBASS;CRISPR-Cas;Dsr;Gao_Qat;PD-T7-2;RloC;Wadjet;dCTPdeaminase,P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0049;P0059;P0060;P0065;P0070;P0072;P0081
GCA_034045995.1,143,CRISPR-Cas;Hachiman;PD-T7-2;R-M;RloC;RosmerTA;Rst_HelicaseDUF2290;Wadjet;Zorya,P0022;P0028;P0043;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_034046335.1,143,AbiH;CBASS;CRISPR-Cas;Lamassu-Fam;Mokosh;PD-T7-2;RloC;Wadjet,P0049;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0081
GCA_034047025.1,143,6A_MBL;AbiH;AbiZ;CBASS;CRISPR-Cas;Druantia;PD-T7-2;PrrC;R-M;Rst_HelicaseDUF2290;Shango;Wadjet,P0049;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0037;P0047;P0049;P0060;P0072;P0081
GCA_034065385.1,143,CRISPR-Cas;Hachiman;PD-T7-2;R-M;RloC;RosmerTA;Rst_HelicaseDUF2290;Wadjet;Zorya,P0022;P0028;P0043;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_900406865.1,143,AbiZ;BREX;CRISPR-Cas;Mokosh;PD-T4-8;PrrC;R-M;RloC;RosmerTA;Shango;Zorya,P0035;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_900455415.1,143,AbiD;AbiZ;CRISPR-Cas;Lamassu-Fam;MazEF;Mokosh;R-M;RloC;Shango,P0035;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_900636975.1,143,CRISPR-Cas;Hachiman;PD-T7-2;PrrC;R-M;Wadjet,P0022;P0034;P0053,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0019;P0026;P0028;P0032;P0037;P0038;P0045;P0047;P0049;P0060;P0081;P0084
GCA_902201795.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Shango;Zorya,P0038;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902201885.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202535.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202545.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202605.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202615.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202635.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202675.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202695.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202715.1,143,AbiZ;CRISPR-Cas;Gao_Qat;Lamassu-Fam;Mokosh;R-M;RloC;SanaTA;Shango;Zorya,P0035;P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202945.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Zorya,P0014;P0015;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202955.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Zorya,P0038;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902202985.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Zorya,P0038;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902203015.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Zorya,P0014;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902203025.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Shango;Zorya,P0038;P0050;P0077,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
GCA_902203055.1,143,AbiZ;CRISPR-Cas;Lamassu-Fam;Mokosh;R-M;RloC;Shango;Zorya,P0038;P0050,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0043;P0046;P0047;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084
